Wall time,Step,Value
1593998203.6006036,1,0.800000011920929
1593998334.377145,2,4.5
1593998474.793974,3,7.900000095367432
1593998617.5534365,4,4.099999904632568
1593998765.3442457,5,9.600000381469727
1593998917.2868276,6,12.899999618530273
1593999072.8160193,7,5.199999809265137
1593999233.027495,8,10.600000381469727
1593999397.5555182,9,13.800000190734863
1593999567.1477368,10,8.399999618530273
1593999743.4254286,11,13.199999809265137
1593999921.013286,12,10.699999809265137
1594000100.3418694,13,8.100000381469727
1594000284.5313485,14,16.600000381469727
1594000476.6689913,15,18.299999237060547
1594000669.4313285,16,20.899999618530273
1594000868.1347551,17,14.100000381469727
1594001070.7459052,18,29.399999618530273
1594001277.6712213,19,24.799999237060547
1594001488.3023481,20,38.400001525878906
1594001861.985407,21,21.200000762939453
1594002551.6753342,22,33.70000076293945
1594003207.0357556,23,34.29999923706055
1594003853.978901,24,44.79999923706055
1594004537.8381817,25,56.29999923706055
1594005197.1054602,26,33.20000076293945
1594005863.957998,27,50.70000076293945
1594006416.1221895,28,83.4000015258789
1594006975.6294458,29,55.400001525878906
1594007601.4571497,30,49.5
1594008276.7178633,31,47.5
1594008981.323508,32,68.30000305175781
1594009721.2829561,33,59.20000076293945
1594010413.4600499,34,72.4000015258789
1594011102.779925,35,61.400001525878906
1594011710.2279627,36,24.799999237060547
1594012325.6466508,37,62.5
1594013045.3105404,38,104.19999694824219
1594013796.3372555,39,38.29999923706055
1594014496.5698867,40,93.5
1594015128.4783263,41,72.30000305175781
1594015766.0992284,42,62.70000076293945
1594016492.7060976,43,100.69999694824219
1594017197.6250644,44,82.69999694824219
1594017883.2344053,45,90.19999694824219
1594018578.4089303,46,89.5999984741211
1594019293.516956,47,134.89999389648438
1594020010.5364635,48,74.0
1594020777.9521804,49,118.19999694824219
1594021395.2001297,50,117.5
1594022117.233795,51,114.80000305175781
1594022829.2868323,52,100.30000305175781
1594023547.1769993,53,69.30000305175781
1594024201.33203,54,83.80000305175781
1594024873.8687558,55,59.70000076293945
1594025557.5962331,56,71.5
1594026240.407657,57,100.5999984741211
1594026887.3478053,58,80.80000305175781
1594027579.6999745,59,80.69999694824219
1594028243.5678825,60,25.799999237060547
1594028916.7474482,61,83.4000015258789
1594029540.697565,62,120.0
1594030193.170512,63,24.200000762939453
1594030819.4406488,64,108.5999984741211
1594031458.033339,65,85.0
1594032113.2616832,66,111.5
1594032757.2823048,67,79.0999984741211
1594033404.548146,68,72.80000305175781
1594034046.269914,69,125.0
1594034664.0888987,70,101.4000015258789
1594035211.8187766,71,138.39999389648438
1594035914.7583168,72,124.19999694824219
1594036537.249077,73,92.5
1594037149.9763763,74,123.0999984741211
1594037767.5872624,75,113.5
1594038374.8606348,76,119.19999694824219
1594039084.5593784,77,90.0999984741211
1594039664.0228117,78,120.4000015258789
1594040257.2609022,79,109.80000305175781
1594040867.8493676,80,142.8000030517578
1594041450.6945136,81,88.0
1594042203.3968801,82,107.9000015258789
1594042747.1088855,83,72.80000305175781
1594043459.0361047,84,120.19999694824219
1594044014.188245,85,116.0999984741211
1594044706.9981089,86,87.0999984741211
1594045301.9290156,87,129.1999969482422
1594045935.7948444,88,135.5
1594046670.1524045,89,139.89999389648438
1594047184.7861102,90,113.0999984741211
1594047878.2703397,91,91.30000305175781
1594048426.3185408,92,73.19999694824219
1594049107.3011913,93,106.19999694824219
1594049811.5031507,94,83.19999694824219
