Wall time,Step,Value
1593134789.5636232,0,1.9533926248550415
1593134793.5618153,1,1.813193440437317
1593134798.2043273,2,1.7718987464904785
1593134802.4689474,3,1.656201958656311
1593134805.2437587,4,1.631446361541748
1593134807.9350727,5,1.6750924587249756
1593134810.6685889,6,1.6836597919464111
1593134813.3767269,7,1.6027090549468994
1593134816.187402,8,1.6424076557159424
1593134819.1614003,9,1.634018898010254
1593134822.003786,10,1.5556256771087646
1593134825.2947407,11,1.4921491146087646
1593134831.8022547,12,1.4688804149627686
1593134838.320547,13,1.4817417860031128
1593134843.9824588,14,1.501546025276184
1593134849.8789895,15,1.470971941947937
1593134856.077486,16,1.4629316329956055
1593134860.6921566,17,1.4683349132537842
1593134866.115079,18,1.4795241355895996
1593134871.891789,19,1.4565987586975098
1593134877.4179354,20,1.4804879426956177
1593134882.4007585,21,1.4263379573822021
1593134888.175382,22,1.3984675407409668
1593134893.758958,23,1.3762356042861938
1593134900.1136847,24,1.4037784337997437
1593134905.6927392,25,1.3570350408554077
1593134909.770012,26,1.4248844385147095
1593134915.3309863,27,1.3225558996200562
1593134921.3683176,28,1.3299146890640259
1593134925.4925635,29,1.3792692422866821
1593134931.3311148,30,1.2537323236465454
1593134937.1151404,31,1.3492648601531982
1593134942.2354405,32,1.366113305091858
1593134945.5843592,33,1.339579701423645
1593134949.1585956,34,1.2337759733200073
1593134953.8467677,35,1.2389065027236938
1593134958.084316,36,1.1999809741973877
1593134962.2423944,37,1.1781609058380127
1593134966.6245747,38,1.2712304592132568
1593134971.4106772,39,1.253197193145752
1593134975.7731395,40,1.2100541591644287
1593134980.7303164,41,1.14979887008667
1593134985.2120109,42,1.1338225603103638
1593134989.7898128,43,1.2105134725570679
1593134994.570873,44,1.1343830823898315
1593134998.8702693,45,1.1891143321990967
1593135003.2624075,46,1.238222360610962
1593135007.5467348,47,1.2397547960281372
1593135012.2781258,48,1.1451164484024048
1593135016.9970365,49,1.2308241128921509
1593135021.7017167,50,1.1563799381256104
1593135026.5202641,51,1.2009203433990479
1593135030.8631625,52,1.1166765689849854
1593135035.3450503,53,1.092034935951233
1593135039.7869556,54,1.109419584274292
1593135044.286782,55,1.1023459434509277
1593135048.756019,56,1.2322224378585815
1593135053.6652296,57,1.1574621200561523
1593135058.3978827,58,1.204572319984436
1593135062.9460547,59,1.2163265943527222
1593135067.5987535,60,1.1185790300369263
1593135071.9723215,61,1.0621217489242554
1593135076.4943912,62,1.1606316566467285
1593135080.9418607,63,1.140485405921936
1593135085.77317,64,1.092855453491211
1593135089.6086476,65,1.111473560333252
1593135092.8482502,66,1.0175037384033203
1593135095.727739,67,1.0394541025161743
1593135098.4505265,68,1.1156450510025024
1593135101.2091687,69,1.0057756900787354
1593135104.0722241,70,1.1080036163330078
1593135106.7923667,71,1.0430891513824463
1593135109.4996033,72,1.0712612867355347
1593135112.1666443,73,1.072264313697815
1593135117.7141154,74,1.0231280326843262
1593135123.3515508,75,1.0690407752990723
1593135129.0521991,76,1.0763087272644043
1593135134.268288,77,1.4836926460266113
1593135139.5856633,78,1.054833173751831
1593135144.5259738,79,1.2275880575180054
1593135149.6878877,80,1.048685073852539
1593135155.7860966,81,1.0751516819000244
1593135162.1986792,82,1.0754399299621582
1593135168.7335513,83,1.1627373695373535
1593135174.0608993,84,1.0576598644256592
1593135180.5227685,85,0.9779168367385864
1593135186.836315,86,1.0729817152023315
1593135193.3290179,87,1.041907548904419
1593135197.763581,88,0.9704511761665344
1593135203.2942917,89,0.960688591003418
1593135208.0391088,90,1.0512079000473022
1593135215.1355681,91,0.986122727394104
1593135219.706024,92,0.9918516874313354
1593135226.0580666,93,0.9328739643096924
1593135232.0595737,94,1.0864866971969604
1593135235.7958963,95,0.9920291900634766
1593135238.9604735,96,0.9204503297805786
1593135243.1364872,97,0.9791864156723022
1593135247.803177,98,0.9896785020828247
1593135252.1292772,99,0.94045490026474
1593135256.612343,100,1.024804949760437
1593135260.99632,101,0.9821212291717529
1593135265.4739969,102,0.9495166540145874
1593135270.3930619,103,0.9661686420440674
1593135275.0668874,104,0.9842339754104614
1593135279.8008564,105,0.9181351661682129
1593135283.8433113,106,1.0627079010009766
1593135288.2549164,107,0.9971194267272949
1593135293.2219439,108,0.9775071144104004
1593135297.281483,109,1.0434365272521973
1593135301.7175448,110,0.9249544739723206
1593135306.0851984,111,0.9668923616409302
1593135310.762793,112,0.9266645312309265
1593135315.3009331,113,0.9283136129379272
1593135319.7379518,114,1.0140092372894287
1593135324.0978408,115,0.9452027082443237
1593135328.2524207,116,0.9438116550445557
1593135332.6770437,117,1.0106886625289917
1593135337.2660756,118,0.930213212966919
1593135341.9762895,119,0.9563157558441162
1593135346.2281363,120,0.9325019121170044
1593135351.0549796,121,0.9576566815376282
1593135355.6035974,122,0.9385121464729309
1593135360.0997684,123,0.9144288301467896
1593135364.3992872,124,0.9209710359573364
1593135368.7528367,125,0.926901638507843
1593135373.5140107,126,0.9644839763641357
1593135377.873249,127,0.94627445936203
1593135381.437524,128,0.922713041305542
1593135384.6919746,129,0.9318006634712219
1593135387.487845,130,0.8826049566268921
1593135390.2073052,131,0.9444473385810852
1593135392.9369578,132,1.1315333843231201
1593135395.644075,133,0.9039593935012817
1593135398.3529105,134,0.9313492178916931
1593135401.1695123,135,0.9159801006317139
1593135403.860891,136,0.9808545112609863
1593135408.745602,137,0.9683530330657959
1593135414.9043224,138,0.9767836928367615
1593135421.1038084,139,0.975040078163147
1593135427.4041219,140,0.9639886021614075
1593135432.2758343,141,0.9375336170196533
1593135438.310165,142,0.9471707344055176
1593135444.427068,143,0.9074338674545288
1593135448.623564,144,0.9196547269821167
1593135454.912463,145,0.8762308955192566
1593135461.065899,146,0.9040858745574951
1593135466.4633362,147,0.9977200031280518
1593135470.4780993,148,1.0270178318023682
1593135475.447125,149,0.9007149338722229
1593135479.7022357,150,0.9167584180831909
1593135484.2857268,151,1.0012680292129517
1593135489.1631546,152,0.9413149356842041
1593135494.0869198,153,1.0730366706848145
1593135500.1954288,154,0.9324219226837158
1593135504.912575,155,0.9381797313690186
1593135510.3382215,156,0.9235372543334961
1593135514.6253345,157,0.9014407396316528
1593135518.7519479,158,0.918488621711731
1593135522.8391862,159,0.9547884464263916
1593135527.92803,160,0.9622248411178589
1593135531.8938787,161,0.9496906399726868
1593135534.8444064,162,0.9607386589050293
1593135537.7353482,163,0.8957855701446533
1593135542.8017902,164,0.8915741443634033
1593135547.112037,165,0.8621320128440857
1593135551.9809446,166,0.9179321527481079
1593135556.4929948,167,0.9050902724266052
1593135561.1602273,168,0.8843460083007812
1593135565.412615,169,0.8806185722351074
1593135570.2483737,170,0.8616799712181091
1593135574.7096288,171,0.8608428239822388
1593135578.8307095,172,0.8590574264526367
1593135583.515921,173,0.9176977872848511
1593135588.102011,174,0.9422014951705933
1593135592.3924258,175,0.934297502040863
1593135596.9902089,176,0.9015111923217773
1593135601.824309,177,0.9059494733810425
1593135606.1860802,178,0.9446500539779663
1593135610.9356608,179,0.866422176361084
1593135615.741825,180,0.9284963607788086
1593135619.9277208,181,0.8933623433113098
1593135624.698092,182,0.9435492157936096
1593135629.3009567,183,0.9139554500579834
1593135634.1483772,184,0.9123077392578125
1593135639.38659,185,0.9256091713905334
1593135644.5175953,186,0.8772419691085815
1593135649.2108088,187,0.9082612991333008
1593135653.9375083,188,0.8516882658004761
1593135658.673232,189,0.9964103102684021
1593135662.9960926,190,0.960464358329773
1593135667.3498006,191,0.8768240809440613
1593135671.8593364,192,0.8935720920562744
1593135675.8444514,193,0.8778263330459595
1593135679.7820435,194,0.9356479048728943
1593135682.9057257,195,0.8640992641448975
1593135686.0786014,196,0.8340179920196533
1593135688.8800685,197,0.9882332682609558
1593135691.5890307,198,1.0557374954223633
1593135694.2994466,199,0.866205096244812
1593135697.0447068,200,0.8713471293449402
1593135699.7691271,201,1.1068718433380127
1593135705.1780603,202,0.803568959236145
1593135709.5761511,203,0.8912936449050903
1593135715.7367477,204,0.916479766368866
1593135722.4007404,205,0.8782237768173218
1593135728.700806,206,0.8594210147857666
1593135734.7687788,207,0.8436288833618164
1593135739.0956047,208,0.9408589601516724
1593135745.7105258,209,0.8679256439208984
1593135750.6762378,210,0.9064509868621826
1593135756.2038422,211,0.883873701095581
1593135762.293394,212,0.9765598177909851
1593135767.7512348,213,0.9332634806632996
1593135771.8409104,214,0.8936827778816223
1593135777.7451386,215,0.9004791378974915
1593135783.6186364,216,0.9520785808563232
1593135790.1762512,217,0.8928204774856567
1593135796.451868,218,0.8983384370803833
1593135801.696566,219,0.8807382583618164
1593135807.8423128,220,0.8915147185325623
1593135814.016965,221,0.9165143966674805
1593135819.6341476,222,0.9321941137313843
1593135823.3591015,223,0.9070945978164673
1593135826.0655055,224,0.9538973569869995
1593135828.7751484,225,1.0063674449920654
1593135831.7081912,226,0.920461118221283
1593135836.037061,227,1.0422804355621338
1593135840.696618,228,0.9958866834640503
1593135845.6563234,229,0.8869102597236633
1593135850.155616,230,0.9120451807975769
1593135854.5245585,231,0.9115407466888428
1593135858.7676754,232,0.8952387571334839
1593135862.6718597,233,0.8350986838340759
1593135867.3465073,234,0.8916473388671875
1593135872.247143,235,0.8225780725479126
1593135876.811986,236,0.8847861289978027
1593135881.9047654,237,0.8745251893997192
1593135886.771632,238,0.8744035363197327
1593135891.1455808,239,0.8492278456687927
1593135895.3115118,240,0.8521908521652222
1593135900.014567,241,0.928142786026001
1593135904.9747505,242,0.8981948494911194
1593135909.555117,243,0.8404377698898315
1593135914.2578077,244,0.8612897992134094
1593135919.185282,245,0.8625264167785645
1593135923.947259,246,0.9659361839294434
1593135928.1689954,247,0.997100830078125
1593135932.785391,248,0.8470031023025513
1593135937.4370937,249,0.9308446645736694
1593135941.5951974,250,0.872815728187561
1593135946.156894,251,0.9251018762588501
1593135950.785699,252,0.9055137634277344
1593135955.6523755,253,0.9316264986991882
1593135960.1467702,254,0.9276213049888611
1593135964.2384412,255,0.9473267793655396
1593135969.2501352,256,0.9307963848114014
1593135973.3792229,257,0.9008809328079224
1593135976.7156446,258,0.9746429920196533
1593135979.7139585,259,0.8313250541687012
1593135982.439393,260,0.9307668209075928
1593135985.1613038,261,0.8551750183105469
1593135987.8606977,262,0.8772264719009399
1593135990.57146,263,0.8640682697296143
1593135993.2531552,264,0.8843147158622742
1593135996.8267128,265,0.8526423573493958
1593136002.8639948,266,0.8969207406044006
1593136009.1483965,267,0.8989725112915039
1593136013.7810955,268,0.900418758392334
1593136018.997567,269,0.88426673412323
1593136024.4070594,270,0.8524925708770752
1593136028.5271184,271,0.8810011148452759
1593136032.6436703,272,0.8863893747329712
1593136036.71648,273,0.8764310479164124
1593136040.8135874,274,0.9219639301300049
1593136045.4488392,275,0.8333145976066589
1593136051.8278906,276,0.9233036041259766
1593136057.0672264,277,0.8717162609100342
1593136063.004009,278,0.9191550016403198
1593136069.038952,279,0.9404304623603821
1593136074.8422294,280,0.8791651725769043
1593136080.2764468,281,0.9417142868041992
1593136085.3093376,282,0.8811908960342407
1593136089.4332335,283,0.9230843186378479
1593136093.5511515,284,0.8675312399864197
1593136099.8035877,285,0.8846448659896851
1593136105.352579,286,0.8861266374588013
1593136111.227475,287,0.8913671970367432
1593136117.3179398,288,1.0142483711242676
1593136121.151593,289,0.8635079860687256
1593136124.4406474,290,0.8148199319839478
1593136129.1744227,291,0.8024420142173767
1593136134.2416945,292,0.927208662033081
1593136139.214966,293,0.8380019664764404
1593136144.1307821,294,0.8432256579399109
1593136148.8435454,295,0.8591188192367554
1593136153.0790095,296,0.8229646682739258
1593136157.8387601,297,0.8404906392097473
1593136162.4092224,298,0.8543047904968262
1593136167.3986957,299,0.860464334487915
1593136171.580436,300,0.9293866157531738
1593136176.1649477,301,0.8691060543060303
1593136180.6347597,302,0.8200399875640869
1593136185.4088979,303,0.9204275608062744
1593136190.3614428,304,0.8428249359130859
1593136195.0397952,305,0.9497990012168884
1593136199.8301938,306,0.8334224820137024
1593136204.0784485,307,0.9354755282402039
1593136208.7778356,308,0.8413952589035034
1593136213.5500593,309,0.952252209186554
1593136218.0390797,310,0.8653594255447388
1593136222.4936886,311,0.8914732336997986
1593136227.180878,312,0.8804163932800293
1593136231.9904914,313,0.8332058191299438
1593136236.531739,314,0.9477473497390747
1593136240.8178537,315,0.849361777305603
1593136245.456882,316,0.8693040013313293
1593136249.7221413,317,0.8330997228622437
1593136254.1610532,318,0.9295353889465332
1593136258.943021,319,0.8642002940177917
1593136263.743104,320,0.8333998918533325
1593136267.5773377,321,0.8325963616371155
1593136270.6681461,322,0.8821777105331421
1593136273.3615534,323,1.0093867778778076
1593136276.0521536,324,0.9356595277786255
1593136278.764596,325,0.8460692167282104
1593136281.6679025,326,0.8666645288467407
1593136284.58583,327,0.8988966941833496
1593136287.4088798,328,0.8731720447540283
1593136291.9780774,329,0.8946861028671265
1593136298.422838,330,0.9666737914085388
1593136304.396621,331,0.897783637046814
1593136309.2574956,332,0.8548742532730103
1593136315.0352144,333,0.9052627682685852
1593136321.4601653,334,0.8667665719985962
1593136327.4729753,335,1.038822889328003
1593136331.7621715,336,0.8776086568832397
1593136336.4335375,337,0.869141161441803
1593136341.7528043,338,0.844719409942627
1593136347.819274,339,0.8244831562042236
1593136353.9774492,340,0.8714072108268738
1593136359.8167958,341,0.8351447582244873
1593136365.8228872,342,0.8582850694656372
1593136372.23073,343,0.7924126982688904
1593136378.152741,344,0.8786374926567078
1593136382.2250957,345,0.8078948855400085
1593136386.8792157,346,0.8010715246200562
1593136392.5308652,347,0.8382769227027893
1593136397.6641614,348,0.8710675835609436
1593136403.1189332,349,0.8666872978210449
1593136407.5316737,350,0.9034814238548279
1593136411.8175757,351,0.9224326610565186
1593136414.588614,352,0.939378023147583
1593136417.3225708,353,0.8658815026283264
1593136421.5964763,354,0.898444652557373
1593136426.6990032,355,0.8819552659988403
1593136431.9026122,356,0.8304831981658936
1593136436.6911047,357,0.8716216683387756
1593136441.3487566,358,0.876997172832489
1593136445.9419854,359,0.8471654653549194
1593136450.5864556,360,0.8134962916374207
1593136455.2321117,361,0.8894676566123962
1593136459.821721,362,0.9245848655700684
1593136464.7046766,363,0.8701493740081787
1593136469.4214444,364,0.9591383337974548
1593136474.4313815,365,0.9096409678459167
1593136478.2112465,366,0.8655650019645691
1593136483.074181,367,0.8681373000144958
1593136487.203963,368,0.853315532207489
1593136491.135542,369,0.869957447052002
1593136495.4355357,370,0.9007456302642822
1593136499.788362,371,0.8441020846366882
1593136504.1794226,372,0.8716639876365662
1593136509.1440592,373,0.8637661933898926
1593136514.0600975,374,0.8801504969596863
1593136518.3534992,375,0.8873529434204102
1593136523.5706375,376,0.8422735929489136
1593136528.6311183,377,0.9001456499099731
1593136533.166986,378,0.8591657876968384
1593136537.723838,379,0.8186421990394592
1593136542.1172154,380,0.8612146377563477
1593136546.812268,381,0.8966332674026489
1593136550.9956446,382,0.888789176940918
1593136555.5051892,383,0.9249138832092285
1593136558.8332982,384,0.9208588600158691
1593136561.6426072,385,0.8587275147438049
1593136564.6117356,386,0.8240472674369812
1593136567.540009,387,0.821786105632782
1593136570.3968418,388,0.855323076248169
1593136573.251076,389,0.8486843705177307
1593136576.1073527,390,0.8835264444351196
1593136578.9428344,391,0.8576978445053101
1593136584.0853152,392,0.8217805027961731
1593136588.351507,393,0.872887372970581
1593136594.4666965,394,0.8400800228118896
1593136600.6037111,395,0.890430212020874
1593136606.870444,396,0.9075565338134766
1593136610.9853687,397,0.9484965801239014
1593136617.0960703,398,0.8383788466453552
1593136621.7613158,399,0.8292043209075928
1593136626.5611365,400,0.8221685290336609
1593136631.068908,401,0.8981384038925171
1593136636.0749557,402,0.9028257131576538
1593136640.8233588,403,0.8370622396469116
1593136646.2917168,404,0.853969156742096
1593136652.5741134,405,0.9285546541213989
1593136658.991831,406,0.935971200466156
1593136663.7282116,407,0.9033165574073792
1593136668.7143335,408,0.9231694936752319
1593136674.7480006,409,0.8079954385757446
1593136680.632644,410,0.8982123136520386
1593136686.2912612,411,0.9373447299003601
1593136690.3889623,412,0.894789457321167
1593136694.5030825,413,0.8733471632003784
1593136699.5120902,414,0.8640064001083374
1593136703.6936247,415,0.8362277746200562
1593136707.5784812,416,0.8815622925758362
1593136711.6500645,417,0.8577725291252136
1593136716.4458296,418,0.861404299736023
1593136721.2848802,419,0.9624546766281128
1593136725.423683,420,0.8219439387321472
1593136730.0624921,421,0.8792468905448914
1593136734.502931,422,0.8973062634468079
1593136738.9986494,423,0.8550066947937012
1593136743.4352255,424,0.8195804357528687
1593136747.7423787,425,0.8691916465759277
1593136751.9205272,426,0.9351805448532104
1593136756.4961364,427,0.8430143594741821
1593136760.5530136,428,0.8440192937850952
1593136764.905722,429,0.896485447883606
1593136769.3490279,430,0.8163895010948181
1593136773.9257197,431,0.8567414879798889
1593136778.0657966,432,0.8280187249183655
1593136782.1308787,433,0.9233760237693787
1593136786.0554824,434,0.7915316820144653
1593136791.0633492,435,0.8790711164474487
1593136796.1221588,436,0.8658275604248047
1593136800.6097877,437,0.859204888343811
1593136805.2749772,438,0.8169529438018799
1593136809.7728426,439,0.8526722192764282
1593136814.4707704,440,0.8518778085708618
1593136819.3650827,441,0.9306814670562744
1593136824.1507633,442,0.9442757368087769
1593136829.4357474,443,0.8173233270645142
1593136834.0126026,444,0.9172516465187073
1593136838.1186268,445,0.823222279548645
1593136841.845778,446,0.8597667217254639
1593136846.3254867,447,1.056605339050293
1593136850.6038463,448,0.9007174372673035
1593136854.053167,449,0.8750870227813721
1593136856.9313316,450,0.8717024922370911
1593136859.9163096,451,1.010787844657898
1593136862.8982487,452,0.8908220529556274
1593136865.9549284,453,0.8948516249656677
1593136868.6689765,454,0.8343653082847595
1593136871.354147,455,0.8751900792121887
1593136874.0446556,456,0.8979830741882324
1593136880.3312266,457,0.8457646369934082
1593136886.0155876,458,0.9002155065536499
1593136890.114521,459,0.9074810743331909
1593136894.2012448,460,0.8643885850906372
1593136900.2639112,461,0.8362675905227661
1593136905.134286,462,0.8530362248420715
1593136910.039324,463,0.8711978197097778
1593136915.8944497,464,0.8619217276573181
1593136920.2845585,465,0.8484843969345093
1593136924.2428656,466,0.7710835933685303
1593136928.3303897,467,0.8936364650726318
1593136933.2755287,468,0.8547417521476746
1593136939.4120648,469,0.8550900220870972
1593136945.3300328,470,0.8839865922927856
1593136951.2080922,471,0.8753708600997925
1593136957.7001612,472,0.995058536529541
1593136963.2559552,473,0.8506699800491333
1593136969.3118258,474,0.8515278100967407
1593136975.5385756,475,0.8686816692352295
1593136981.4867678,476,0.8665957450866699
1593136986.943845,477,0.7891398072242737
1593136992.8955,478,0.8062724471092224
1593136996.9809802,479,0.8758617043495178
1593137000.1635647,480,0.8771873116493225
1593137003.9221263,481,0.8639146685600281
1593137009.2950222,482,0.8640358448028564
1593137014.3055656,483,0.8597118854522705
1593137019.1817727,484,0.787144660949707
1593137023.388569,485,0.8599931597709656
1593137027.9318957,486,0.8555342555046082
